0 1 2
3 14 17
3 14 18
3 14 19
3 15 16
3 15 17
3 15 18
3 15 19
3 16 17
3 16 18
3 16 19
3 17 18
3 17 19
3 18 19
4 7 9
4 7 10
4 7 11
4 7 12
4 7 13
4 7 14
4 7 16
4 7 18
4 9 14
4 9 16
4 9 18
4 9 19
4 10 11
4 10 14
4 10 16
4 10 17
4 10 19
4 11 19
4 12 13
4 12 14
4 12 15
4 12 16
4 12 17
4 12 18
4 12 19
4 13 14
4 13 15
4 13 16
4 13 17
4 13 18
4 13 19
4 14 16
4 14 18
4 14 19
4 15 16
4 15 18
4 15 19
4 16 17
5 6 11
5 6 12
5 6 13
5 6 14
5 6 15
5 6 16
5 6 17
5 6 18
5 7 8
5 7 9
5 7 12
5 7 13
5 7 15
5 7 16
5 7 18
5 7 19
5 8 9
5 8 10
5 8 11
5 9 10
5 9 11
5 9 12
5 9 13
5 9 14
5 9 15
5 9 16
5 9 18
5 10 13
5 10 14
5 10 16
5 10 17
5 10 19
5 11 13
5 11 19
5 12 13
5 12 14
5 12 15
5 13 14
5 14 15
5 14 16
5 14 17
5 14 19
5 18 19
6 7 12
6 7 13
6 7 14
6 7 15
6 7 19
6 8 9
6 8 13
6 8 14
6 8 15
6 9 10
6 9 12
6 9 13
6 9 14
6 9 15
6 9 16
6 10 15
6 10 16
6 10 19
6 11 12
6 11 15
6 11 16
6 11 17
6 11 18
6 11 19
6 12 14
6 12 17
6 12 19
6 13 14
6 13 16
6 14 15
6 14 16
6 14 17
6 15 16
6 15 17
6 15 18
6 15 19
6 16 17
6 17 18
6 17 19
7 8 9
7 8 10
7 8 12
7 8 13
7 8 14
7 8 16
7 8 17
7 9 14
7 9 17
7 9 18
7 10 13
7 10 14
7 10 15
7 10 16
7 10 17
7 10 18
7 10 19
7 11 12
7 11 15
7 11 18
7 12 15
7 12 18
7 13 17
7 13 18
7 13 19
7 14 18
7 14 19
7 15 16
7 15 17
7 15 18
7 15 19
7 16 17
7 16 18
7 17 18
7 18 19
8 9 14
8 9 15
8 9 16
8 9 18
8 10 11
8 10 12
8 10 13
8 10 15
8 10 16
8 10 17
8 10 18
8 10 19
8 11 12
8 11 13
8 11 15
8 11 16
8 11 17
8 11 18
8 11 19
8 12 13
8 12 15
8 12 16
8 12 17
8 12 18
8 12 19
8 13 15
8 13 16
8 13 17
8 13 18
8 13 19
8 14 16
8 14 17
8 14 18
8 14 19
8 15 16
8 15 17
8 15 18
8 15 19
8 16 17
8 16 18
8 16 19
8 17 18
8 17 19
8 18 19
9 10 11
9 10 15
9 10 16
9 10 18
9 11 12
9 11 13
9 11 14
9 11 15
9 11 16
9 11 17
9 11 18
9 11 19
9 12 13
9 12 16
9 12 18
9 13 14
9 13 16
9 13 18
9 13 19
9 14 18
9 15 16
9 15 18
9 15 19
9 16 18
9 16 19
9 17 19
9 18 19
10 11 12
10 11 13
10 11 14
10 11 15
10 11 16
10 11 17
10 11 18
10 11 19
10 12 16
10 12 17
10 12 19
10 13 15
10 13 16
10 14 17
10 14 18
10 14 19
10 15 18
10 17 18
11 12 14
11 12 17
11 13 14
11 13 15
11 13 16
11 13 17
11 13 18
11 13 19
11 14 17
11 14 18
11 16 18
11 16 19
11 17 18
11 17 19
11 18 19
12 13 14
12 13 15
12 13 16
12 13 17
12 13 18
12 13 19
12 14 15
12 14 16
12 14 17
12 14 18
12 14 19
12 15 16
12 15 17
12 15 18
12 15 19
12 16 17
12 17 18
13 15 17
14 16 17
15 17 18
15 17 19
16 17 18
16 18 19
