0 1 2 3 4 5 6 7 8 9 10 11 12 13 14
0 1 2 3 4 5 6 7 8 9 11 12 14 17 22
0 1 2 3 4 5 6 7 8 9 11 12 14 18 21
0 1 2 3 4 5 6 7 8 9 11 12 15 17 23
0 1 2 3 4 5 6 7 8 9 11 12 16 18 23
0 1 2 3 4 5 6 7 8 9 11 12 19 21 23
0 1 2 3 4 5 6 7 8 9 11 12 20 22 23
0 1 2 3 4 5 6 7 8 9 11 13 14 15 21
0 1 2 3 4 5 6 7 8 9 11 13 14 16 22
0 1 2 3 4 5 6 7 8 9 11 13 14 17 19
0 1 2 3 4 5 6 7 8 9 11 13 14 18 20
0 1 2 3 4 5 6 7 8 9 11 13 15 16 23
0 1 2 3 4 5 6 7 8 9 11 13 17 18 23
0 1 2 3 4 5 6 7 8 9 11 13 19 20 23
0 1 2 3 4 5 6 7 8 9 11 13 21 22 23
0 1 2 3 4 5 6 7 8 9 11 15 16 17 19
0 1 2 3 4 5 6 7 8 9 11 15 16 18 20
0 1 2 3 4 5 6 7 8 9 11 15 17 18 21
0 1 2 3 4 5 6 7 8 9 11 15 19 20 21
0 1 2 3 4 5 6 7 8 9 11 16 17 18 22
0 1 2 3 4 5 6 7 8 9 11 16 19 20 22
0 1 2 3 4 5 6 7 8 9 11 17 19 21 22
0 1 2 3 4 5 6 7 8 9 11 18 20 21 22
0 1 2 3 4 5 6 7 8 9 12 13 14 15 22
0 1 2 3 4 5 6 7 8 9 12 13 14 16 21
0 1 2 3 4 5 6 7 8 9 12 13 14 17 20
0 1 2 3 4 5 6 7 8 9 12 13 14 18 19
0 1 2 3 4 5 6 7 8 9 12 14 15 16 23
0 1 2 3 4 5 6 7 8 9 12 14 17 18 23
0 1 2 3 4 5 6 7 8 9 12 14 19 20 23
0 1 2 3 4 5 6 7 8 9 12 14 21 22 23
0 1 2 3 4 5 6 7 8 9 12 15 16 17 20
0 1 2 3 4 5 6 7 8 9 12 15 16 18 19
0 1 2 3 4 5 6 7 8 9 12 15 17 18 22
0 1 2 3 4 5 6 7 8 9 12 15 19 20 22
0 1 2 3 4 5 6 7 8 9 12 16 17 18 21
0 1 2 3 4 5 6 7 8 9 12 16 19 20 21
0 1 2 3 4 5 6 7 8 9 12 17 20 21 22
0 1 2 3 4 5 6 7 8 9 12 18 19 21 22
0 1 2 3 4 5 6 7 8 9 13 14 15 17 23
0 1 2 3 4 5 6 7 8 9 13 14 16 18 23
0 1 2 3 4 5 6 7 8 9 13 14 19 21 23
0 1 2 3 4 5 6 7 8 9 13 14 20 22 23
0 1 2 3 4 5 6 7 8 9 13 15 16 17 21
0 1 2 3 4 5 6 7 8 9 13 15 16 18 22
0 1 2 3 4 5 6 7 8 9 13 15 17 18 19
0 1 2 3 4 5 6 7 8 9 13 15 19 21 22
0 1 2 3 4 5 6 7 8 9 13 16 17 18 20
0 1 2 3 4 5 6 7 8 9 13 16 20 21 22
0 1 2 3 4 5 6 7 8 9 13 17 19 20 21
0 1 2 3 4 5 6 7 8 9 13 18 19 20 22
0 1 2 3 4 5 6 7 8 9 14 15 16 17 22
0 1 2 3 4 5 6 7 8 9 14 15 16 18 21
0 1 2 3 4 5 6 7 8 9 14 15 17 18 20
0 1 2 3 4 5 6 7 8 9 14 15 20 21 22
0 1 2 3 4 5 6 7 8 9 14 16 17 18 19
0 1 2 3 4 5 6 7 8 9 14 16 19 21 22
0 1 2 3 4 5 6 7 8 9 14 17 19 20 22
0 1 2 3 4 5 6 7 8 9 14 18 19 20 21
0 1 2 3 4 5 6 7 8 9 15 16 19 21 23
0 1 2 3 4 5 6 7 8 9 15 16 20 22 23
0 1 2 3 4 5 6 7 8 9 15 17 19 20 23
0 1 2 3 4 5 6 7 8 9 15 17 21 22 23
0 1 2 3 4 5 6 7 8 9 16 18 19 20 23
0 1 2 3 4 5 6 7 8 9 16 18 21 22 23
0 1 2 3 4 5 6 7 8 9 17 18 19 21 23
0 1 2 3 4 5 6 7 8 9 17 18 20 22 23
0 1 2 3 4 5 6 7 8 10 11 12 13 15 20
0 1 2 3 4 5 6 7 8 10 11 12 13 16 19
0 1 2 3 4 5 6 7 8 10 11 12 13 17 22
0 1 2 3 4 5 6 7 8 10 11 12 13 18 21
0 1 2 3 4 5 6 7 8 10 11 12 14 15 19
0 1 2 3 4 5 6 7 8 10 11 12 14 16 20
0 1 2 3 4 5 6 7 8 10 11 12 14 17 21
0 1 2 3 4 5 6 7 8 10 11 12 14 18 22
0 1 2 3 4 5 6 7 8 10 11 12 15 18 23
0 1 2 3 4 5 6 7 8 10 11 12 16 17 23
0 1 2 3 4 5 6 7 8 10 11 12 19 22 23
0 1 2 3 4 5 6 7 8 10 11 12 20 21 23
0 1 2 3 4 5 6 7 8 10 11 13 14 15 22
0 1 2 3 4 5 6 7 8 10 11 13 14 17 20
0 1 2 3 4 5 6 7 8 10 11 13 14 18 19
0 1 2 3 4 5 6 7 8 10 11 14 15 16 23
0 1 2 3 4 5 6 7 8 10 11 14 17 18 23
0 1 2 3 4 5 6 7 8 10 11 14 19 20 23
0 1 2 3 4 5 6 7 8 10 11 14 21 22 23
0 1 2 3 4 5 6 7 8 10 11 15 16 17 20
0 1 2 3 4 5 6 7 8 10 11 15 16 18 19
0 1 2 3 4 5 6 7 8 10 11 15 17 18 22
0 1 2 3 4 5 6 7 8 10 11 15 19 20 22
0 1 2 3 4 5 6 7 8 10 11 16 17 18 21
0 1 2 3 4 5 6 7 8 10 11 16 19 20 21
0 1 2 3 4 5 6 7 8 10 11 17 20 21 22
0 1 2 3 4 5 6 7 8 10 11 18 19 21 22
0 1 2 3 4 5 6 7 8 10 12 13 14 15 21
0 1 2 3 4 5 6 7 8 10 12 13 14 16 22
0 1 2 3 4 5 6 7 8 10 12 13 14 17 19
0 1 2 3 4 5 6 7 8 10 12 13 14 18 20
0 1 2 3 4 5 6 7 8 10 12 13 15 16 23
0 1 2 3 4 5 6 7 8 10 12 13 17 18 23
0 1 2 3 4 5 6 7 8 10 12 13 19 20 23
0 1 2 3 4 5 6 7 8 10 12 13 21 22 23
0 1 2 3 4 5 6 7 8 10 12 15 16 17 19
0 1 2 3 4 5 6 7 8 10 12 15 16 18 20
0 1 2 3 4 5 6 7 8 10 12 15 17 18 21
0 1 2 3 4 5 6 7 8 10 12 15 19 20 21
0 1 2 3 4 5 6 7 8 10 12 16 17 18 22
0 1 2 3 4 5 6 7 8 10 12 16 19 20 22
0 1 2 3 4 5 6 7 8 10 12 17 19 21 22
0 1 2 3 4 5 6 7 8 10 12 18 20 21 22
0 1 2 3 4 5 6 7 8 10 13 14 15 18 23
0 1 2 3 4 5 6 7 8 10 13 14 16 17 23
0 1 2 3 4 5 6 7 8 10 13 14 19 22 23
0 1 2 3 4 5 6 7 8 10 13 14 20 21 23
0 1 2 3 4 5 6 7 8 10 13 15 16 17 22
0 1 2 3 4 5 6 7 8 10 13 15 16 18 21
0 1 2 3 4 5 6 7 8 10 13 15 17 18 20
0 1 2 3 4 5 6 7 8 10 13 15 20 21 22
0 1 2 3 4 5 6 7 8 10 13 16 17 18 19
0 1 2 3 4 5 6 7 8 10 13 16 19 21 22
0 1 2 3 4 5 6 7 8 10 13 17 19 20 22
0 1 2 3 4 5 6 7 8 10 13 18 19 20 21
0 1 2 3 4 5 6 7 8 10 14 15 16 17 21
0 1 2 3 4 5 6 7 8 10 14 15 16 18 22
0 1 2 3 4 5 6 7 8 10 14 15 17 18 19
0 1 2 3 4 5 6 7 8 10 14 15 19 21 22
0 1 2 3 4 5 6 7 8 10 14 16 17 18 20
0 1 2 3 4 5 6 7 8 10 14 16 20 21 22
0 1 2 3 4 5 6 7 8 10 14 17 19 20 21
0 1 2 3 4 5 6 7 8 10 14 18 19 20 22
0 1 2 3 4 5 6 7 8 10 15 16 19 22 23
0 1 2 3 4 5 6 7 8 10 15 16 20 21 23
0 1 2 3 4 5 6 7 8 10 15 18 19 20 23
0 1 2 3 4 5 6 7 8 10 15 18 21 22 23
0 1 2 3 4 5 6 7 8 10 16 17 19 20 23
0 1 2 3 4 5 6 7 8 10 16 17 21 22 23
0 1 2 3 4 5 6 7 8 10 17 18 19 22 23
0 1 2 3 4 5 6 7 8 10 17 18 20 21 23
0 1 2 3 4 5 6 7 8 11 12 13 14 15 16
0 1 2 3 4 5 6 7 8 11 12 13 14 17 18
0 1 2 3 4 5 6 7 8 11 12 13 14 19 20
0 1 2 3 4 5 6 7 8 11 12 13 14 21 22
0 1 2 3 4 5 6 7 8 11 12 13 15 21 23
0 1 2 3 4 5 6 7 8 11 12 13 16 22 23
0 1 2 3 4 5 6 7 8 11 12 13 17 19 23
0 1 2 3 4 5 6 7 8 11 12 13 18 20 23
0 1 2 3 4 5 6 7 8 11 12 14 15 22 23
0 1 2 3 4 5 6 7 8 11 12 14 16 21 23
0 1 2 3 4 5 6 7 8 11 12 14 17 20 23
0 1 2 3 4 5 6 7 8 11 12 14 18 19 23
0 1 2 3 4 5 6 7 8 11 12 15 16 17 18
0 1 2 3 4 5 6 7 8 11 12 15 16 19 20
0 1 2 3 4 5 6 7 8 11 12 15 16 21 22
0 1 2 3 4 5 6 7 8 11 12 15 17 19 21
0 1 2 3 4 5 6 7 8 11 12 15 17 20 22
0 1 2 3 4 5 6 7 8 11 12 15 18 19 22
0 1 2 3 4 5 6 7 8 11 12 15 18 20 21
0 1 2 3 4 5 6 7 8 11 12 16 17 19 22
0 1 2 3 4 5 6 7 8 11 12 16 17 20 21
0 1 2 3 4 5 6 7 8 11 12 16 18 19 21
0 1 2 3 4 5 6 7 8 11 12 16 18 20 22
0 1 2 3 4 5 6 7 8 11 12 17 18 19 20
0 1 2 3 4 5 6 7 8 11 12 17 18 21 22
0 1 2 3 4 5 6 7 8 11 12 19 20 21 22
0 1 2 3 4 5 6 7 8 11 13 14 15 19 23
0 1 2 3 4 5 6 7 8 11 13 14 16 20 23
0 1 2 3 4 5 6 7 8 11 13 14 17 21 23
0 1 2 3 4 5 6 7 8 11 13 14 18 22 23
0 1 2 3 4 5 6 7 8 11 13 15 16 19 21
0 1 2 3 4 5 6 7 8 11 13 15 16 20 22
0 1 2 3 4 5 6 7 8 11 13 15 17 19 20
0 1 2 3 4 5 6 7 8 11 13 15 17 21 22
0 1 2 3 4 5 6 7 8 11 13 16 18 19 20
0 1 2 3 4 5 6 7 8 11 13 16 18 21 22
0 1 2 3 4 5 6 7 8 11 13 17 18 19 21
0 1 2 3 4 5 6 7 8 11 13 17 18 20 22
0 1 2 3 4 5 6 7 8 11 14 15 16 19 22
0 1 2 3 4 5 6 7 8 11 14 15 16 20 21
0 1 2 3 4 5 6 7 8 11 14 15 18 19 20
0 1 2 3 4 5 6 7 8 11 14 15 18 21 22
0 1 2 3 4 5 6 7 8 11 14 16 17 19 20
0 1 2 3 4 5 6 7 8 11 14 16 17 21 22
0 1 2 3 4 5 6 7 8 11 14 17 18 19 22
0 1 2 3 4 5 6 7 8 11 14 17 18 20 21
0 1 2 3 4 5 6 7 8 11 15 16 17 21 23
0 1 2 3 4 5 6 7 8 11 15 16 18 22 23
0 1 2 3 4 5 6 7 8 11 15 17 18 19 23
0 1 2 3 4 5 6 7 8 11 15 19 21 22 23
0 1 2 3 4 5 6 7 8 11 16 17 18 20 23
0 1 2 3 4 5 6 7 8 11 16 20 21 22 23
0 1 2 3 4 5 6 7 8 11 17 19 20 21 23
0 1 2 3 4 5 6 7 8 11 18 19 20 22 23
0 1 2 3 4 5 6 7 8 12 13 14 15 20 23
0 1 2 3 4 5 6 7 8 12 13 14 16 19 23
0 1 2 3 4 5 6 7 8 12 13 14 17 22 23
0 1 2 3 4 5 6 7 8 12 13 14 18 21 23
0 1 2 3 4 5 6 7 8 12 13 15 16 19 22
0 1 2 3 4 5 6 7 8 12 13 15 16 20 21
0 1 2 3 4 5 6 7 8 12 13 15 18 19 20
0 1 2 3 4 5 6 7 8 12 13 15 18 21 22
0 1 2 3 4 5 6 7 8 12 13 16 17 19 20
0 1 2 3 4 5 6 7 8 12 13 16 17 21 22
0 1 2 3 4 5 6 7 8 12 13 17 18 19 22
0 1 2 3 4 5 6 7 8 12 13 17 18 20 21
0 1 2 3 4 5 6 7 8 12 14 15 16 19 21
0 1 2 3 4 5 6 7 8 12 14 15 16 20 22
0 1 2 3 4 5 6 7 8 12 14 15 17 19 20
0 1 2 3 4 5 6 7 8 12 14 15 17 21 22
0 1 2 3 4 5 6 7 8 12 14 16 18 19 20
0 1 2 3 4 5 6 7 8 12 14 16 18 21 22
0 1 2 3 4 5 6 7 8 12 14 17 18 19 21
0 1 2 3 4 5 6 7 8 12 14 17 18 20 22
0 1 2 3 4 5 6 7 8 12 15 16 17 22 23
0 1 2 3 4 5 6 7 8 12 15 16 18 21 23
0 1 2 3 4 5 6 7 8 12 15 17 18 20 23
0 1 2 3 4 5 6 7 8 12 15 20 21 22 23
0 1 2 3 4 5 6 7 8 12 16 17 18 19 23
0 1 2 3 4 5 6 7 8 12 16 19 21 22 23
0 1 2 3 4 5 6 7 8 12 17 19 20 22 23
0 1 2 3 4 5 6 7 8 12 18 19 20 21 23
0 1 2 3 4 5 6 7 8 13 14 15 16 17 18
0 1 2 3 4 5 6 7 8 13 14 15 16 21 22
0 1 2 3 4 5 6 7 8 13 14 15 17 19 21
0 1 2 3 4 5 6 7 8 13 14 15 17 20 22
0 1 2 3 4 5 6 7 8 13 14 15 18 19 22
0 1 2 3 4 5 6 7 8 13 14 15 18 20 21
0 1 2 3 4 5 6 7 8 13 14 16 17 19 22
0 1 2 3 4 5 6 7 8 13 14 16 17 20 21
0 1 2 3 4 5 6 7 8 13 14 16 18 19 21
0 1 2 3 4 5 6 7 8 13 14 16 18 20 22
0 1 2 3 4 5 6 7 8 13 14 17 18 19 20
0 1 2 3 4 5 6 7 8 13 14 17 18 21 22
0 1 2 3 4 5 6 7 8 13 14 19 20 21 22
0 1 2 3 4 5 6 7 8 13 15 16 17 19 23
0 1 2 3 4 5 6 7 8 13 15 16 18 20 23
0 1 2 3 4 5 6 7 8 13 15 17 18 21 23
0 1 2 3 4 5 6 7 8 13 15 19 20 21 23
0 1 2 3 4 5 6 7 8 13 16 17 18 22 23
0 1 2 3 4 5 6 7 8 13 16 19 20 22 23
0 1 2 3 4 5 6 7 8 13 17 19 21 22 23
0 1 2 3 4 5 6 7 8 13 18 20 21 22 23
0 1 2 3 4 5 6 7 8 14 15 16 17 20 23
0 1 2 3 4 5 6 7 8 14 15 16 18 19 23
0 1 2 3 4 5 6 7 8 14 15 17 18 22 23
0 1 2 3 4 5 6 7 8 14 15 19 20 22 23
0 1 2 3 4 5 6 7 8 14 16 17 18 21 23
0 1 2 3 4 5 6 7 8 14 16 19 20 21 23
0 1 2 3 4 5 6 7 8 14 17 20 21 22 23
0 1 2 3 4 5 6 7 8 14 18 19 21 22 23
0 1 2 3 4 5 6 7 8 15 16 17 18 19 20
0 1 2 3 4 5 6 7 8 15 16 17 18 21 22
0 1 2 3 4 5 6 7 8 15 16 19 20 21 22
0 1 2 3 4 5 6 7 8 17 18 19 20 21 22
0 1 2 3 4 5 6 7 9 10 11 12 13 15 21
0 1 2 3 4 5 6 7 9 10 11 12 13 16 22
0 1 2 3 4 5 6 7 9 10 11 12 13 17 19
0 1 2 3 4 5 6 7 9 10 11 12 13 18 20
0 1 2 3 4 5 6 7 9 10 11 12 14 15 22
0 1 2 3 4 5 6 7 9 10 11 12 14 16 21
0 1 2 3 4 5 6 7 9 10 11 12 14 17 20
0 1 2 3 4 5 6 7 9 10 11 12 14 18 19
0 1 2 3 4 5 6 7 9 10 11 13 14 15 19
0 1 2 3 4 5 6 7 9 10 11 13 14 16 20
0 1 2 3 4 5 6 7 9 10 11 13 14 17 21
0 1 2 3 4 5 6 7 9 10 11 13 14 18 22
0 1 2 3 4 5 6 7 9 10 11 13 15 18 23
0 1 2 3 4 5 6 7 9 10 11 13 16 17 23
0 1 2 3 4 5 6 7 9 10 11 13 19 22 23
0 1 2 3 4 5 6 7 9 10 11 13 20 21 23
0 1 2 3 4 5 6 7 9 10 11 14 15 17 23
0 1 2 3 4 5 6 7 9 10 11 14 16 18 23
0 1 2 3 4 5 6 7 9 10 11 14 19 21 23
0 1 2 3 4 5 6 7 9 10 11 14 20 22 23
0 1 2 3 4 5 6 7 9 10 11 15 16 17 21
0 1 2 3 4 5 6 7 9 10 11 15 16 18 22
0 1 2 3 4 5 6 7 9 10 11 15 17 18 19
0 1 2 3 4 5 6 7 9 10 11 15 19 21 22
0 1 2 3 4 5 6 7 9 10 11 16 17 18 20
0 1 2 3 4 5 6 7 9 10 11 16 20 21 22
0 1 2 3 4 5 6 7 9 10 11 17 19 20 21
0 1 2 3 4 5 6 7 9 10 11 18 19 20 22
0 1 2 3 4 5 6 7 9 10 12 13 14 15 20
0 1 2 3 4 5 6 7 9 10 12 13 14 16 19
0 1 2 3 4 5 6 7 9 10 12 13 14 17 22
0 1 2 3 4 5 6 7 9 10 12 13 14 18 21
0 1 2 3 4 5 6 7 9 10 12 13 15 17 23
0 1 2 3 4 5 6 7 9 10 12 13 16 18 23
0 1 2 3 4 5 6 7 9 10 12 13 19 21 23
0 1 2 3 4 5 6 7 9 10 12 13 20 22 23
0 1 2 3 4 5 6 7 9 10 12 14 15 18 23
0 1 2 3 4 5 6 7 9 10 12 14 16 17 23
0 1 2 3 4 5 6 7 9 10 12 14 19 22 23
0 1 2 3 4 5 6 7 9 10 12 14 20 21 23
0 1 2 3 4 5 6 7 9 10 12 15 16 17 22
0 1 2 3 4 5 6 7 9 10 12 15 16 18 21
0 1 2 3 4 5 6 7 9 10 12 15 17 18 20
0 1 2 3 4 5 6 7 9 10 12 15 20 21 22
0 1 2 3 4 5 6 7 9 10 12 16 17 18 19
0 1 2 3 4 5 6 7 9 10 12 16 19 21 22
0 1 2 3 4 5 6 7 9 10 12 17 19 20 22
0 1 2 3 4 5 6 7 9 10 12 18 19 20 21
0 1 2 3 4 5 6 7 9 10 13 15 16 17 19
0 1 2 3 4 5 6 7 9 10 13 15 16 18 20
0 1 2 3 4 5 6 7 9 10 13 15 17 18 21
0 1 2 3 4 5 6 7 9 10 13 15 19 20 21
0 1 2 3 4 5 6 7 9 10 13 16 17 18 22
0 1 2 3 4 5 6 7 9 10 13 16 19 20 22
0 1 2 3 4 5 6 7 9 10 13 17 19 21 22
0 1 2 3 4 5 6 7 9 10 13 18 20 21 22
0 1 2 3 4 5 6 7 9 10 14 15 16 17 20
0 1 2 3 4 5 6 7 9 10 14 15 16 18 19
0 1 2 3 4 5 6 7 9 10 14 15 17 18 22
0 1 2 3 4 5 6 7 9 10 14 15 19 20 22
0 1 2 3 4 5 6 7 9 10 14 16 17 18 21
0 1 2 3 4 5 6 7 9 10 14 16 19 20 21
0 1 2 3 4 5 6 7 9 10 14 17 20 21 22
0 1 2 3 4 5 6 7 9 10 14 18 19 21 22
0 1 2 3 4 5 6 7 9 10 15 17 19 22 23
0 1 2 3 4 5 6 7 9 10 15 17 20 21 23
0 1 2 3 4 5 6 7 9 10 15 18 19 21 23
0 1 2 3 4 5 6 7 9 10 15 18 20 22 23
0 1 2 3 4 5 6 7 9 10 16 17 19 21 23
0 1 2 3 4 5 6 7 9 10 16 17 20 22 23
0 1 2 3 4 5 6 7 9 10 16 18 19 22 23
0 1 2 3 4 5 6 7 9 10 16 18 20 21 23
0 1 2 3 4 5 6 7 9 11 12 13 14 15 17
0 1 2 3 4 5 6 7 9 11 12 13 14 16 18
0 1 2 3 4 5 6 7 9 11 12 13 14 19 21
0 1 2 3 4 5 6 7 9 11 12 13 14 20 22
0 1 2 3 4 5 6 7 9 11 12 13 15 20 23
0 1 2 3 4 5 6 7 9 11 12 13 16 19 23
0 1 2 3 4 5 6 7 9 11 12 13 17 22 23
0 1 2 3 4 5 6 7 9 11 12 13 18 21 23
0 1 2 3 4 5 6 7 9 11 12 14 15 19 23
0 1 2 3 4 5 6 7 9 11 12 14 16 20 23
0 1 2 3 4 5 6 7 9 11 12 14 17 21 23
0 1 2 3 4 5 6 7 9 11 12 14 18 22 23
0 1 2 3 4 5 6 7 9 11 12 15 16 20 22
0 1 2 3 4 5 6 7 9 11 12 15 17 19 20
0 1 2 3 4 5 6 7 9 11 12 15 17 21 22
0 1 2 3 4 5 6 7 9 11 12 16 18 19 20
0 1 2 3 4 5 6 7 9 11 12 16 18 21 22
0 1 2 3 4 5 6 7 9 11 12 17 18 19 21
0 1 2 3 4 5 6 7 9 11 12 17 18 20 22
0 1 2 3 4 5 6 7 9 11 13 14 15 22 23
0 1 2 3 4 5 6 7 9 11 13 14 16 21 23
0 1 2 3 4 5 6 7 9 11 13 14 17 20 23
0 1 2 3 4 5 6 7 9 11 13 14 18 19 23
0 1 2 3 4 5 6 7 9 11 13 15 16 17 18
0 1 2 3 4 5 6 7 9 11 13 15 16 19 20
0 1 2 3 4 5 6 7 9 11 13 15 16 21 22
0 1 2 3 4 5 6 7 9 11 13 15 17 19 21
0 1 2 3 4 5 6 7 9 11 13 15 17 20 22
0 1 2 3 4 5 6 7 9 11 13 15 18 19 22
0 1 2 3 4 5 6 7 9 11 13 15 18 20 21
0 1 2 3 4 5 6 7 9 11 13 16 17 19 22
0 1 2 3 4 5 6 7 9 11 13 16 17 20 21
0 1 2 3 4 5 6 7 9 11 13 16 18 19 21
0 1 2 3 4 5 6 7 9 11 13 16 18 20 22
0 1 2 3 4 5 6 7 9 11 13 17 18 19 20
0 1 2 3 4 5 6 7 9 11 13 17 18 21 22
0 1 2 3 4 5 6 7 9 11 13 19 20 21 22
0 1 2 3 4 5 6 7 9 11 14 15 17 19 22
0 1 2 3 4 5 6 7 9 11 14 15 17 20 21
0 1 2 3 4 5 6 7 9 11 14 15 18 19 21
0 1 2 3 4 5 6 7 9 11 14 15 18 20 22
0 1 2 3 4 5 6 7 9 11 14 16 17 19 21
0 1 2 3 4 5 6 7 9 11 14 16 17 20 22
0 1 2 3 4 5 6 7 9 11 14 16 18 19 22
0 1 2 3 4 5 6 7 9 11 14 16 18 20 21
0 1 2 3 4 5 6 7 9 11 15 16 17 20 23
0 1 2 3 4 5 6 7 9 11 15 16 18 19 23
0 1 2 3 4 5 6 7 9 11 15 17 18 22 23
0 1 2 3 4 5 6 7 9 11 15 19 20 22 23
0 1 2 3 4 5 6 7 9 11 16 17 18 21 23
0 1 2 3 4 5 6 7 9 11 16 19 20 21 23
0 1 2 3 4 5 6 7 9 11 17 20 21 22 23
0 1 2 3 4 5 6 7 9 11 18 19 21 22 23
0 1 2 3 4 5 6 7 9 12 13 14 15 21 23
0 1 2 3 4 5 6 7 9 12 13 14 16 22 23
0 1 2 3 4 5 6 7 9 12 13 14 17 19 23
0 1 2 3 4 5 6 7 9 12 13 14 18 20 23
0 1 2 3 4 5 6 7 9 12 13 15 17 19 22
0 1 2 3 4 5 6 7 9 12 13 15 17 20 21
0 1 2 3 4 5 6 7 9 12 13 15 18 19 21
0 1 2 3 4 5 6 7 9 12 13 15 18 20 22
0 1 2 3 4 5 6 7 9 12 13 16 17 19 21
0 1 2 3 4 5 6 7 9 12 13 16 17 20 22
0 1 2 3 4 5 6 7 9 12 13 16 18 19 22
0 1 2 3 4 5 6 7 9 12 13 16 18 20 21
0 1 2 3 4 5 6 7 9 12 14 15 16 17 18
0 1 2 3 4 5 6 7 9 12 14 15 16 19 20
0 1 2 3 4 5 6 7 9 12 14 15 16 21 22
0 1 2 3 4 5 6 7 9 12 14 15 17 19 21
0 1 2 3 4 5 6 7 9 12 14 15 17 20 22
0 1 2 3 4 5 6 7 9 12 14 15 18 19 22
0 1 2 3 4 5 6 7 9 12 14 15 18 20 21
0 1 2 3 4 5 6 7 9 12 14 16 17 19 22
0 1 2 3 4 5 6 7 9 12 14 16 17 20 21
0 1 2 3 4 5 6 7 9 12 14 16 18 19 21
0 1 2 3 4 5 6 7 9 12 14 16 18 20 22
0 1 2 3 4 5 6 7 9 12 14 17 18 19 20
0 1 2 3 4 5 6 7 9 12 14 17 18 21 22
0 1 2 3 4 5 6 7 9 12 14 19 20 21 22
0 1 2 3 4 5 6 7 9 12 15 16 17 19 23
0 1 2 3 4 5 6 7 9 12 15 16 18 20 23
