0 1 2
4 8 11
4 8 15
4 8 19
4 8 20
4 8 21
4 10 15
4 10 16
4 10 18
4 10 19
4 10 20
4 10 22
4 10 23
4 10 24
4 10 25
4 10 26
4 10 27
4 10 28
4 20 22
4 25 26
4 27 28
5 12 31
5 13 19
5 13 21
5 13 30
5 13 31
5 16 21
5 16 22
5 16 23
5 16 24
5 16 25
5 16 27
5 16 28
5 16 29
5 16 30
5 16 31
5 17 27
5 18 19
5 18 21
5 18 22
5 18 23
5 18 25
5 18 27
5 18 28
5 18 29
5 18 30
5 19 20
5 19 21
5 19 22
5 19 23
5 19 28
5 19 31
5 20 22
5 20 25
5 20 26
5 20 29
5 20 31
5 21 22
5 21 23
5 21 25
5 21 26
5 21 27
5 21 29
5 21 30
5 22 23
5 22 24
5 22 25
6 7 8
6 7 11
6 7 12
6 7 17
6 8 11
6 8 17
6 10 11
6 10 17
6 11 12
6 11 18
6 11 20
6 11 21
6 15 18
6 15 29
6 17 20
6 17 23
6 17 26
6 17 27
6 20 28
7 9 17
7 15 17
7 15 26
7 16 27
7 17 20
7 22 29
8 9 17
8 10 25
8 10 31
8 11 18
8 11 19
8 11 20
8 11 21
8 11 22
8 11 23
8 11 24
8 11 25
8 11 26
8 11 27
8 11 28
8 11 29
8 11 30
8 11 31
8 15 17
8 15 29
8 17 18
8 17 19
8 17 20
8 17 21
8 17 23
8 17 25
8 17 29
8 17 30
8 17 31
8 22 27
8 25 26
8 26 28
8 29 31
8 30 31
9 10 15
9 10 26
9 10 27
9 10 28
9 10 29
9 10 30
9 11 17
9 12 15
9 12 18
9 12 19
9 12 22
9 12 25
9 12 26
9 12 29
9 12 30
9 12 31
9 14 17
9 15 18
9 15 19
9 15 20
9 15 21
9 15 22
9 15 23
9 15 24
9 15 25
9 15 26
9 15 27
9 15 28
9 17 19
9 17 26
9 17 27
9 17 31
9 25 29
9 27 31
9 28 30
9 28 31
9 29 30
9 29 31
9 30 31
10 11 17
10 11 18
10 11 19
10 11 20
10 11 21
10 11 22
10 13 24
10 13 25
10 13 26
10 13 30
10 14 28
10 14 29
10 14 31
10 15 30
10 17 18
10 19 25
10 19 26
10 19 27
10 20 24
10 20 30
10 23 28
10 25 29
10 26 28
11 15 23
11 15 28
11 18 26
11 19 31
11 20 24
11 22 30
11 23 27
11 26 31
12 13 24
12 14 18
12 14 20
12 14 24
12 15 22
12 16 24
12 18 21
12 18 22
12 18 24
12 19 21
12 19 22
12 19 24
12 20 21
12 21 23
12 21 25
12 21 26
12 21 27
12 21 29
12 21 30
12 21 31
12 22 23
12 24 30
12 24 31
12 29 30
12 30 31
13 14 24
13 15 24
13 16 24
13 18 23
13 18 24
13 18 25
13 18 26
13 19 24
13 20 21
13 20 24
13 21 23
13 21 24
13 22 24
13 22 29
13 22 30
13 24 26
13 26 27
14 16 29
14 16 30
14 17 19
14 17 27
14 17 29
14 18 19
14 18 21
14 19 22
14 20 22
14 21 22
14 22 24
14 24 30
14 24 31
14 25 26
14 25 27
14 25 28
14 25 29
14 25 31
14 26 27
14 26 28
14 26 29
14 26 31
14 27 28
14 27 29
14 27 30
14 27 31
14 28 29
14 28 30
14 28 31
14 29 31
15 22 27
15 22 29
15 23 25
15 24 27
15 25 30
15 28 30
15 29 30
16 17 20
16 20 26
16 21 30
16 25 28
16 26 31
16 28 29
19 23 25
19 25 28
19 26 28
20 23 25
20 23 26
20 23 27
20 24 27
20 27 29
21 23 27
21 26 30
22 23 28
22 23 30
22 25 30
23 24 25
23 24 30
23 25 29
24 25 31
24 27 28
24 28 30
25 27 29
26 28 29
27 28 30
28 29 31
