0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19
0 1 2 3 4 5 6 7 8 9 10 11 12 13 15 16 21 24 25 26
0 1 2 3 4 5 6 7 8 9 10 11 12 13 15 16 22 25 26 27
0 1 2 3 4 5 6 7 8 9 10 11 12 13 15 16 23 24 26 27
0 1 2 3 4 5 6 7 8 9 10 11 12 13 15 17 18 19 23 25
0 1 2 3 4 5 6 7 8 9 10 11 12 13 15 17 20 22 23 26
0 1 2 3 4 5 6 7 8 9 10 11 12 13 15 17 22 24 26 27
0 1 2 3 4 5 6 7 8 9 10 11 12 13 15 17 23 25 26 27
0 1 2 3 4 5 6 7 8 9 10 11 12 13 15 18 20 25 26 27
0 1 2 3 4 5 6 7 8 9 10 11 12 13 15 18 21 24 26 27
0 1 2 3 4 5 6 7 8 9 10 11 12 13 15 18 22 24 25 27
0 1 2 3 4 5 6 7 8 9 10 11 12 13 15 19 20 21 22 26
0 1 2 3 4 5 6 7 8 9 10 11 12 13 15 19 21 22 23 25
0 1 2 3 4 5 6 7 8 9 10 11 12 13 15 19 22 24 25 26
0 1 2 3 4 5 6 7 8 9 10 11 12 13 16 17 18 19 22 23
0 1 2 3 4 5 6 7 8 9 10 11 12 13 16 17 20 21 22 23
0 1 2 3 4 5 6 7 8 9 10 11 12 13 16 17 20 22 24 26
0 1 2 3 4 5 6 7 8 9 10 11 12 13 16 17 20 23 25 26
0 1 2 3 4 5 6 7 8 9 10 11 12 13 16 17 21 23 25 27
0 1 2 3 4 5 6 7 8 9 10 11 12 13 16 18 20 21 24 26
0 1 2 3 4 5 6 7 8 9 10 11 12 13 16 18 20 22 24 25
0 1 2 3 4 5 6 7 8 9 10 11 12 13 16 18 21 23 24 25
0 1 2 3 4 5 6 7 8 9 10 11 12 13 16 18 22 23 25 27
0 1 2 3 4 5 6 7 8 9 10 11 12 13 16 19 21 22 24 25
0 1 2 3 4 5 6 7 8 9 10 11 12 13 16 19 21 22 26 27
0 1 2 3 4 5 6 7 8 9 10 11 12 13 17 18 20 21 25 26
0 1 2 3 4 5 6 7 8 9 10 11 12 13 17 18 20 23 24 25
0 1 2 3 4 5 6 7 8 9 10 11 12 13 17 18 20 23 26 27
0 1 2 3 4 5 6 7 8 9 10 11 12 13 17 18 22 23 24 27
0 1 2 3 4 5 6 7 8 9 10 11 12 13 17 18 22 23 25 26
0 1 2 3 4 5 6 7 8 9 10 11 12 13 17 19 20 21 24 26
0 1 2 3 4 5 6 7 8 9 10 11 12 13 17 19 20 22 24 25
0 1 2 3 4 5 6 7 8 9 10 11 12 13 17 19 21 23 24 25
0 1 2 3 4 5 6 7 8 9 10 11 12 13 17 19 22 23 24 26
0 1 2 3 4 5 6 7 8 9 10 11 12 13 17 19 22 23 25 27
0 1 2 3 4 5 6 7 8 9 10 11 12 13 18 19 20 21 26 27
0 1 2 3 4 5 6 7 8 9 10 11 12 13 18 19 20 23 24 27
0 1 2 3 4 5 6 7 8 9 10 11 12 13 18 19 22 23 24 25
0 1 2 3 4 5 6 7 8 9 10 11 12 13 20 21 22 23 24 25
0 1 2 3 4 5 6 7 8 9 10 11 12 13 20 21 24 25 26 27
0 1 2 3 4 5 6 7 8 9 10 11 12 14 15 16 17 18 20 26
0 1 2 3 4 5 6 7 8 9 10 11 12 14 15 16 17 18 23 25
0 1 2 3 4 5 6 7 8 9 10 11 12 14 15 16 18 19 20 24
0 1 2 3 4 5 6 7 8 9 10 11 12 14 15 16 18 19 21 25
0 1 2 3 4 5 6 7 8 9 10 11 12 14 15 16 18 19 22 26
0 1 2 3 4 5 6 7 8 9 10 11 12 14 15 16 20 21 23 27
0 1 2 3 4 5 6 7 8 9 10 11 12 14 15 16 22 24 25 26
0 1 2 3 4 5 6 7 8 9 10 11 12 14 15 17 18 19 23 26
0 1 2 3 4 5 6 7 8 9 10 11 12 14 15 17 21 22 23 24
0 1 2 3 4 5 6 7 8 9 10 11 12 14 15 17 22 24 25 27
0 1 2 3 4 5 6 7 8 9 10 11 12 14 15 18 20 21 22 24
0 1 2 3 4 5 6 7 8 9 10 11 12 14 15 19 20 21 22 25
0 1 2 3 4 5 6 7 8 9 10 11 12 14 15 19 21 22 23 26
0 1 2 3 4 5 6 7 8 9 10 11 12 14 15 19 21 24 25 26
0 1 2 3 4 5 6 7 8 9 10 11 12 14 16 17 20 21 24 26
0 1 2 3 4 5 6 7 8 9 10 11 12 14 16 17 21 23 26 27
0 1 2 3 4 5 6 7 8 9 10 11 12 14 16 17 22 23 24 26
0 1 2 3 4 5 6 7 8 9 10 11 12 14 16 17 22 23 25 27
0 1 2 3 4 5 6 7 8 9 10 11 12 14 16 18 20 21 24 25
0 1 2 3 4 5 6 7 8 9 10 11 12 14 16 18 20 22 24 26
0 1 2 3 4 5 6 7 8 9 10 11 12 14 16 18 20 23 24 27
0 1 2 3 4 5 6 7 8 9 10 11 12 14 16 18 21 23 25 27
0 1 2 3 4 5 6 7 8 9 10 11 12 14 16 18 24 25 26 27
0 1 2 3 4 5 6 7 8 9 10 11 12 14 16 19 20 22 24 27
0 1 2 3 4 5 6 7 8 9 10 11 12 14 16 19 20 23 25 27
0 1 2 3 4 5 6 7 8 9 10 11 12 14 16 19 21 22 25 27
0 1 2 3 4 5 6 7 8 9 10 11 12 14 16 19 21 23 24 27
0 1 2 3 4 5 6 7 8 9 10 11 12 14 16 19 21 23 25 26
0 1 2 3 4 5 6 7 8 9 10 11 12 14 17 18 20 23 24 26
0 1 2 3 4 5 6 7 8 9 10 11 12 14 17 18 21 22 25 27
0 1 2 3 4 5 6 7 8 9 10 11 12 14 17 18 21 23 24 27
0 1 2 3 4 5 6 7 8 9 10 11 12 14 17 19 20 23 24 27
0 1 2 3 4 5 6 7 8 9 10 11 12 14 17 19 21 22 24 27
0 1 2 3 4 5 6 7 8 9 10 11 12 14 17 19 21 22 25 26
0 1 2 3 4 5 6 7 8 9 10 11 12 14 17 19 22 23 24 25
0 1 2 3 4 5 6 7 8 9 10 11 12 14 17 19 22 23 26 27
0 1 2 3 4 5 6 7 8 9 10 11 12 14 18 19 21 23 26 27
0 1 2 3 4 5 6 7 8 9 10 11 12 14 20 21 22 23 24 26
0 1 2 3 4 5 6 7 8 9 10 11 12 15 16 17 18 19 25 26
0 1 2 3 4 5 6 7 8 9 10 11 12 15 16 17 20 21 24 27
0 1 2 3 4 5 6 7 8 9 10 11 12 15 16 17 20 21 25 26
0 1 2 3 4 5 6 7 8 9 10 11 12 15 16 17 20 23 24 25
0 1 2 3 4 5 6 7 8 9 10 11 12 15 16 18 20 22 25 26
0 1 2 3 4 5 6 7 8 9 10 11 12 15 16 18 20 23 24 26
0 1 2 3 4 5 6 7 8 9 10 11 12 15 16 18 21 22 24 26
0 1 2 3 4 5 6 7 8 9 10 11 12 15 16 18 21 22 25 27
0 1 2 3 4 5 6 7 8 9 10 11 12 15 16 18 21 23 24 27
0 1 2 3 4 5 6 7 8 9 10 11 12 15 16 18 21 23 25 26
0 1 2 3 4 5 6 7 8 9 10 11 12 15 16 19 20 22 25 27
0 1 2 3 4 5 6 7 8 9 10 11 12 15 16 19 20 23 24 27
0 1 2 3 4 5 6 7 8 9 10 11 12 15 16 19 21 22 25 26
0 1 2 3 4 5 6 7 8 9 10 11 12 15 16 19 21 23 24 26
0 1 2 3 4 5 6 7 8 9 10 11 12 15 16 19 22 23 26 27
0 1 2 3 4 5 6 7 8 9 10 11 12 15 17 18 20 21 22 23
0 1 2 3 4 5 6 7 8 9 10 11 12 15 17 18 20 21 24 25
0 1 2 3 4 5 6 7 8 9 10 11 12 15 17 18 20 23 25 26
0 1 2 3 4 5 6 7 8 9 10 11 12 15 17 18 22 23 24 25
0 1 2 3 4 5 6 7 8 9 10 11 12 15 17 19 20 22 25 26
0 1 2 3 4 5 6 7 8 9 10 11 12 15 17 19 21 23 24 27
0 1 2 3 4 5 6 7 8 9 10 11 12 15 17 19 21 23 25 26
0 1 2 3 4 5 6 7 8 9 10 11 12 15 18 19 20 21 24 27
0 1 2 3 4 5 6 7 8 9 10 11 12 15 18 19 20 23 24 25
0 1 2 3 4 5 6 7 8 9 10 11 12 15 18 19 21 22 24 25
0 1 2 3 4 5 6 7 8 9 10 11 12 15 18 19 21 22 26 27
0 1 2 3 4 5 6 7 8 9 10 11 12 15 18 19 22 23 24 27
0 1 2 3 4 5 6 7 8 9 10 11 12 15 18 19 22 23 25 26
0 1 2 3 4 5 6 7 8 9 10 11 12 15 20 21 22 23 25 26
0 1 2 3 4 5 6 7 8 9 10 11 12 15 20 23 24 25 26 27
0 1 2 3 4 5 6 7 8 9 10 11 12 15 21 22 24 25 26 27
0 1 2 3 4 5 6 7 8 9 10 11 12 16 17 18 20 24 25 26
0 1 2 3 4 5 6 7 8 9 10 11 12 16 17 18 21 24 25 27
0 1 2 3 4 5 6 7 8 9 10 11 12 16 17 18 22 24 26 27
0 1 2 3 4 5 6 7 8 9 10 11 12 16 17 19 20 21 22 25
0 1 2 3 4 5 6 7 8 9 10 11 12 16 17 19 20 21 23 24
0 1 2 3 4 5 6 7 8 9 10 11 12 16 17 19 23 24 26 27
0 1 2 3 4 5 6 7 8 9 10 11 12 16 18 19 21 25 26 27
0 1 2 3 4 5 6 7 8 9 10 11 12 16 20 21 22 24 25 26
0 1 2 3 4 5 6 7 8 9 10 11 12 17 18 19 21 22 23 24
0 1 2 3 4 5 6 7 8 9 10 11 12 17 18 19 22 24 25 27
0 1 2 3 4 5 6 7 8 9 10 11 12 17 20 21 22 24 25 27
0 1 2 3 4 5 6 7 8 9 10 11 12 17 21 22 23 24 26 27
0 1 2 3 4 5 6 7 8 9 10 11 12 19 20 21 22 25 26 27
0 1 2 3 4 5 6 7 8 9 10 11 12 19 21 22 23 24 25 26
0 1 2 3 4 5 6 7 8 9 10 11 13 14 15 16 17 18 20 27
0 1 2 3 4 5 6 7 8 9 10 11 13 14 15 16 17 18 22 25
0 1 2 3 4 5 6 7 8 9 10 11 13 14 15 16 17 19 21 27
0 1 2 3 4 5 6 7 8 9 10 11 13 14 15 16 17 19 22 24
0 1 2 3 4 5 6 7 8 9 10 11 13 14 15 16 17 19 23 25
0 1 2 3 4 5 6 7 8 9 10 11 13 14 15 16 18 19 20 25
0 1 2 3 4 5 6 7 8 9 10 11 13 14 15 16 18 19 21 24
0 1 2 3 4 5 6 7 8 9 10 11 13 14 15 16 18 19 23 26
0 1 2 3 4 5 6 7 8 9 10 11 13 14 15 16 20 21 23 26
0 1 2 3 4 5 6 7 8 9 10 11 13 14 15 16 20 25 26 27
0 1 2 3 4 5 6 7 8 9 10 11 13 14 15 16 21 24 26 27
0 1 2 3 4 5 6 7 8 9 10 11 13 14 15 17 18 19 20 24
0 1 2 3 4 5 6 7 8 9 10 11 13 14 15 17 18 19 21 25
0 1 2 3 4 5 6 7 8 9 10 11 13 14 15 17 18 19 22 26
0 1 2 3 4 5 6 7 8 9 10 11 13 14 15 17 18 19 23 27
0 1 2 3 4 5 6 7 8 9 10 11 13 14 15 17 20 21 22 26
0 1 2 3 4 5 6 7 8 9 10 11 13 14 15 17 20 22 23 24
0 1 2 3 4 5 6 7 8 9 10 11 13 14 15 18 20 24 25 27
0 1 2 3 4 5 6 7 8 9 10 11 13 14 15 18 21 22 23 26
0 1 2 3 4 5 6 7 8 9 10 11 13 14 15 18 22 25 26 27
0 1 2 3 4 5 6 7 8 9 10 11 13 14 15 18 23 24 26 27
0 1 2 3 4 5 6 7 8 9 10 11 13 14 15 19 20 21 23 25
0 1 2 3 4 5 6 7 8 9 10 11 13 14 15 19 20 22 23 26
0 1 2 3 4 5 6 7 8 9 10 11 13 14 15 19 21 24 25 27
0 1 2 3 4 5 6 7 8 9 10 11 13 14 15 19 22 24 26 27
0 1 2 3 4 5 6 7 8 9 10 11 13 14 16 17 18 19 24 27
0 1 2 3 4 5 6 7 8 9 10 11 13 14 16 17 20 21 25 26
0 1 2 3 4 5 6 7 8 9 10 11 13 14 16 17 20 23 26 27
0 1 2 3 4 5 6 7 8 9 10 11 13 14 16 17 21 22 26 27
0 1 2 3 4 5 6 7 8 9 10 11 13 14 16 17 22 23 25 26
0 1 2 3 4 5 6 7 8 9 10 11 13 14 16 18 21 22 24 26
0 1 2 3 4 5 6 7 8 9 10 11 13 14 16 18 21 23 24 27
0 1 2 3 4 5 6 7 8 9 10 11 13 14 16 19 20 21 22 23
0 1 2 3 4 5 6 7 8 9 10 11 13 14 16 19 20 22 25 27
0 1 2 3 4 5 6 7 8 9 10 11 13 14 16 19 20 23 25 26
0 1 2 3 4 5 6 7 8 9 10 11 13 14 16 19 22 23 26 27
0 1 2 3 4 5 6 7 8 9 10 11 13 14 17 18 21 22 24 27
0 1 2 3 4 5 6 7 8 9 10 11 13 14 17 18 21 22 25 26
0 1 2 3 4 5 6 7 8 9 10 11 13 14 17 19 20 22 25 26
0 1 2 3 4 5 6 7 8 9 10 11 13 14 17 19 20 23 24 26
0 1 2 3 4 5 6 7 8 9 10 11 13 14 17 19 21 22 25 27
0 1 2 3 4 5 6 7 8 9 10 11 13 14 17 19 21 23 24 27
0 1 2 3 4 5 6 7 8 9 10 11 13 14 18 19 20 21 24 27
0 1 2 3 4 5 6 7 8 9 10 11 13 14 18 19 22 23 24 27
0 1 2 3 4 5 6 7 8 9 10 11 13 14 18 19 22 23 25 26
0 1 2 3 4 5 6 7 8 9 10 11 13 14 20 23 24 25 26 27
0 1 2 3 4 5 6 7 8 9 10 11 13 15 16 17 20 21 24 26
0 1 2 3 4 5 6 7 8 9 10 11 13 15 16 17 21 23 24 25
0 1 2 3 4 5 6 7 8 9 10 11 13 15 16 17 21 23 26 27
0 1 2 3 4 5 6 7 8 9 10 11 13 15 16 18 20 21 22 23
0 1 2 3 4 5 6 7 8 9 10 11 13 15 16 18 21 22 25 26
0 1 2 3 4 5 6 7 8 9 10 11 13 15 16 18 21 23 24 26
0 1 2 3 4 5 6 7 8 9 10 11 13 15 16 18 24 25 26 27
0 1 2 3 4 5 6 7 8 9 10 11 13 15 16 19 20 22 24 27
0 1 2 3 4 5 6 7 8 9 10 11 13 15 16 19 20 22 25 26
0 1 2 3 4 5 6 7 8 9 10 11 13 15 16 19 20 23 24 26
0 1 2 3 4 5 6 7 8 9 10 11 13 15 16 19 21 22 24 26
0 1 2 3 4 5 6 7 8 9 10 11 13 15 16 19 21 22 25 27
0 1 2 3 4 5 6 7 8 9 10 11 13 15 16 19 21 23 24 27
0 1 2 3 4 5 6 7 8 9 10 11 13 15 17 18 20 22 24 27
0 1 2 3 4 5 6 7 8 9 10 11 13 15 17 18 20 22 25 26
0 1 2 3 4 5 6 7 8 9 10 11 13 15 17 18 20 23 25 27
0 1 2 3 4 5 6 7 8 9 10 11 13 15 17 18 21 22 25 27
0 1 2 3 4 5 6 7 8 9 10 11 13 15 17 18 21 23 25 26
0 1 2 3 4 5 6 7 8 9 10 11 13 15 17 19 20 21 26 27
0 1 2 3 4 5 6 7 8 9 10 11 13 15 17 19 20 23 24 27
0 1 2 3 4 5 6 7 8 9 10 11 13 15 17 19 21 22 25 26
0 1 2 3 4 5 6 7 8 9 10 11 13 15 17 19 21 23 25 27
0 1 2 3 4 5 6 7 8 9 10 11 13 15 17 19 22 23 24 25
0 1 2 3 4 5 6 7 8 9 10 11 13 15 18 19 20 21 24 26
0 1 2 3 4 5 6 7 8 9 10 11 13 15 18 19 20 22 26 27
0 1 2 3 4 5 6 7 8 9 10 11 13 15 18 19 21 23 24 25
0 1 2 3 4 5 6 7 8 9 10 11 13 15 18 19 22 23 24 26
0 1 2 3 4 5 6 7 8 9 10 11 13 15 18 19 22 23 25 27
0 1 2 3 4 5 6 7 8 9 10 11 13 15 20 21 22 23 25 27
0 1 2 3 4 5 6 7 8 9 10 11 13 16 17 18 20 22 23 27
0 1 2 3 4 5 6 7 8 9 10 11 13 16 17 18 20 24 25 27
0 1 2 3 4 5 6 7 8 9 10 11 13 16 17 18 22 25 26 27
0 1 2 3 4 5 6 7 8 9 10 11 13 16 17 19 20 21 22 24
0 1 2 3 4 5 6 7 8 9 10 11 13 16 17 19 20 21 23 25
0 1 2 3 4 5 6 7 8 9 10 11 13 16 17 19 20 22 23 26
0 1 2 3 4 5 6 7 8 9 10 11 13 16 17 19 20 24 25 26
0 1 2 3 4 5 6 7 8 9 10 11 13 16 17 19 21 22 23 27
0 1 2 3 4 5 6 7 8 9 10 11 13 16 17 19 21 24 25 27
0 1 2 3 4 5 6 7 8 9 10 11 13 16 18 19 21 22 23 24
0 1 2 3 4 5 6 7 8 9 10 11 13 16 18 19 21 24 26 27
0 1 2 3 4 5 6 7 8 9 10 11 13 16 18 19 22 24 25 27
0 1 2 3 4 5 6 7 8 9 10 11 13 17 18 19 21 25 26 27
0 1 2 3 4 5 6 7 8 9 10 11 13 17 18 19 23 24 25 27
0 1 2 3 4 5 6 7 8 9 10 11 13 17 20 21 22 24 25 26
0 1 2 3 4 5 6 7 8 9 10 11 13 18 21 22 23 24 25 26
0 1 2 3 4 5 6 7 8 9 10 11 13 19 20 21 22 24 26 27
0 1 2 3 4 5 6 7 8 9 10 11 13 19 20 21 23 25 26 27
0 1 2 3 4 5 6 7 8 9 10 11 13 19 21 22 23 24 25 27
0 1 2 3 4 5 6 7 8 9 10 11 14 15 16 17 18 19 24 25
0 1 2 3 4 5 6 7 8 9 10 11 14 15 16 17 20 22 25 27
0 1 2 3 4 5 6 7 8 9 10 11 14 15 16 17 20 23 25 26
0 1 2 3 4 5 6 7 8 9 10 11 14 15 16 17 21 22 25 26
0 1 2 3 4 5 6 7 8 9 10 11 14 15 16 17 21 23 24 26
0 1 2 3 4 5 6 7 8 9 10 11 14 15 16 17 24 25 26 27
0 1 2 3 4 5 6 7 8 9 10 11 14 15 16 19 22 23 25 26
0 1 2 3 4 5 6 7 8 9 10 11 14 15 17 18 20 21 24 27
0 1 2 3 4 5 6 7 8 9 10 11 14 15 17 18 22 23 24 27
0 1 2 3 4 5 6 7 8 9 10 11 14 15 17 19 20 22 24 25
0 1 2 3 4 5 6 7 8 9 10 11 14 15 17 19 20 22 26 27
0 1 2 3 4 5 6 7 8 9 10 11 14 15 17 19 22 23 24 26
0 1 2 3 4 5 6 7 8 9 10 11 14 15 17 19 22 23 25 27
0 1 2 3 4 5 6 7 8 9 10 11 14 15 18 19 20 21 24 25
0 1 2 3 4 5 6 7 8 9 10 11 14 15 18 19 20 22 25 27
0 1 2 3 4 5 6 7 8 9 10 11 14 15 18 19 21 23 25 27
0 1 2 3 4 5 6 7 8 9 10 11 14 15 18 19 22 23 26 27
0 1 2 3 4 5 6 7 8 9 10 11 14 15 20 21 22 23 24 25
0 1 2 3 4 5 6 7 8 9 10 11 14 15 20 21 22 23 26 27
0 1 2 3 4 5 6 7 8 9 10 11 14 15 20 21 24 25 26 27
0 1 2 3 4 5 6 7 8 9 10 11 14 16 17 18 20 21 23 27
0 1 2 3 4 5 6 7 8 9 10 11 14 16 17 18 21 22 23 25
0 1 2 3 4 5 6 7 8 9 10 11 14 16 17 18 23 24 25 27
0 1 2 3 4 5 6 7 8 9 10 11 14 16 17 19 20 25 26 27
0 1 2 3 4 5 6 7 8 9 10 11 14 16 17 19 21 22 23 24
0 1 2 3 4 5 6 7 8 9 10 11 14 16 17 19 22 24 25 27
0 1 2 3 4 5 6 7 8 9 10 11 14 16 18 19 20 22 23 26
0 1 2 3 4 5 6 7 8 9 10 11 14 16 20 22 23 24 25 26
0 1 2 3 4 5 6 7 8 9 10 11 14 17 18 19 20 24 25 27
0 1 2 3 4 5 6 7 8 9 10 11 14 17 20 21 23 24 26 27
0 1 2 3 4 5 6 7 8 9 10 11 14 17 21 22 23 24 25 26
0 1 2 3 4 5 6 7 8 9 10 11 14 19 21 22 23 24 26 27
0 1 2 3 4 5 6 7 8 9 10 11 15 16 17 18 20 25 26 27
0 1 2 3 4 5 6 7 8 9 10 11 15 16 17 19 20 21 22 26
0 1 2 3 4 5 6 7 8 9 10 11 15 16 17 19 21 22 23 25
0 1 2 3 4 5 6 7 8 9 10 11 15 16 17 19 22 24 25 26
0 1 2 3 4 5 6 7 8 9 10 11 15 16 18 19 20 21 22 25
0 1 2 3 4 5 6 7 8 9 10 11 15 16 18 19 20 21 23 24
0 1 2 3 4 5 6 7 8 9 10 11 15 16 18 19 20 22 23 27
0 1 2 3 4 5 6 7 8 9 10 11 15 16 18 19 21 22 23 26
0 1 2 3 4 5 6 7 8 9 10 11 15 16 20 21 22 25 26 27
0 1 2 3 4 5 6 7 8 9 10 11 15 16 20 21 23 24 26 27
0 1 2 3 4 5 6 7 8 9 10 11 15 16 20 22 23 24 25 27
0 1 2 3 4 5 6 7 8 9 10 11 15 17 18 19 20 21 22 24
0 1 2 3 4 5 6 7 8 9 10 11 15 17 18 19 20 21 23 25
0 1 2 3 4 5 6 7 8 9 10 11 15 17 18 19 20 24 25 26
0 1 2 3 4 5 6 7 8 9 10 11 15 17 18 19 22 24 26 27
0 1 2 3 4 5 6 7 8 9 10 11 15 18 20 21 22 24 25 27
0 1 2 3 4 5 6 7 8 9 10 11 15 18 20 21 23 24 25 26
0 1 2 3 4 5 6 7 8 9 10 11 15 18 21 22 23 24 26 27
0 1 2 3 4 5 6 7 8 9 10 11 15 19 20 21 22 24 25 26
0 1 2 3 4 5 6 7 8 9 10 11 16 17 18 19 20 21 24 25
0 1 2 3 4 5 6 7 8 9 10 11 16 17 18 19 20 21 26 27
0 1 2 3 4 5 6 7 8 9 10 11 16 17 18 19 20 22 24 26
0 1 2 3 4 5 6 7 8 9 10 11 16 17 18 19 20 22 25 27
0 1 2 3 4 5 6 7 8 9 10 11 16 17 18 19 20 23 25 26
0 1 2 3 4 5 6 7 8 9 10 11 16 17 18 19 21 22 24 27
0 1 2 3 4 5 6 7 8 9 10 11 16 17 18 19 21 23 24 26
0 1 2 3 4 5 6 7 8 9 10 11 16 17 18 19 21 23 25 27
0 1 2 3 4 5 6 7 8 9 10 11 16 17 18 19 22 23 24 25
0 1 2 3 4 5 6 7 8 9 10 11 16 17 20 21 22 23 24 25
0 1 2 3 4 5 6 7 8 9 10 11 16 17 20 21 22 23 26 27
0 1 2 3 4 5 6 7 8 9 10 11 16 17 20 21 24 25 26 27
0 1 2 3 4 5 6 7 8 9 10 11 16 17 22 23 24 25 26 27
0 1 2 3 4 5 6 7 8 9 10 11 16 18 20 21 22 23 24 26
0 1 2 3 4 5 6 7 8 9 10 11 16 18 20 21 22 23 25 27
0 1 2 3 4 5 6 7 8 9 10 11 16 19 21 22 24 25 26 27
0 1 2 3 4 5 6 7 8 9 10 11 17 18 20 23 24 25 26 27
0 1 2 3 4 5 6 7 8 9 10 11 18 19 20 21 22 23 26 27
0 1 2 3 4 5 6 7 8 9 10 12 13 14 15 16 17 20 23 25
0 1 2 3 4 5 6 7 8 9 10 12 13 14 15 16 18 20 21 24
0 1 2 3 4 5 6 7 8 9 10 12 13 14 15 16 19 21 23 26
0 1 2 3 4 5 6 7 8 9 10 12 13 14 15 17 18 20 21 25
0 1 2 3 4 5 6 7 8 9 10 12 13 14 15 17 18 20 22 26
0 1 2 3 4 5 6 7 8 9 10 12 13 14 15 17 18 21 23 26
0 1 2 3 4 5 6 7 8 9 10 12 13 14 15 18 19 20 23 25
0 1 2 3 4 5 6 7 8 9 10 12 13 14 16 17 18 21 24 26
0 1 2 3 4 5 6 7 8 9 10 12 13 14 16 18 19 22 25 26
0 1 2 3 4 5 6 7 8 9 10 12 13 14 16 18 19 23 24 26
0 1 2 3 4 5 6 7 8 9 10 12 13 14 17 18 19 21 24 25
0 1 2 3 4 5 6 7 8 9 10 12 13 14 17 18 19 22 24 26
0 1 2 3 4 5 6 7 8 9 10 12 13 14 18 21 22 23 24 26
0 1 2 3 4 5 6 7 8 9 10 12 13 14 19 20 21 23 24 25
0 1 2 3 4 5 6 7 8 9 10 12 13 15 16 17 18 23 24 25
0 1 2 3 4 5 6 7 8 9 10 12 13 15 16 18 19 22 24 26
0 1 2 3 4 5 6 7 8 9 10 12 13 15 16 20 21 23 25 26
0 1 2 3 4 5 6 7 8 9 10 12 13 15 16 21 22 23 24 25
0 1 2 3 4 5 6 7 8 9 10 12 13 15 17 18 19 20 24 25
0 1 2 3 4 5 6 7 8 9 10 12 13 15 17 20 21 23 24 26
0 1 2 3 4 5 6 7 8 9 10 12 13 15 18 20 21 23 24 25
0 1 2 3 4 5 6 7 8 9 10 12 13 15 18 20 22 23 24 26
0 1 2 3 4 5 6 7 8 9 10 12 13 15 18 21 22 23 25 26
0 1 2 3 4 5 6 7 8 9 10 12 13 15 19 20 21 22 24 25
0 1 2 3 4 5 6 7 8 9 10 12 13 15 19 20 22 23 25 26
0 1 2 3 4 5 6 7 8 9 10 12 13 16 17 18 19 20 22 24
0 1 2 3 4 5 6 7 8 9 10 12 13 16 17 18 19 20 23 25
0 1 2 3 4 5 6 7 8 9 10 12 13 16 17 18 19 21 23 24
0 1 2 3 4 5 6 7 8 9 10 12 13 16 18 20 21 22 23 24
0 1 2 3 4 5 6 7 8 9 10 12 13 17 18 20 22 24 25 26
0 1 2 3 4 5 6 7 8 9 10 12 13 17 19 21 22 24 25 26
0 1 2 3 4 5 6 7 8 9 10 12 14 15 16 17 18 23 24 26
0 1 2 3 4 5 6 7 8 9 10 12 14 15 16 18 19 20 21 22
0 1 2 3 4 5 6 7 8 9 10 12 14 15 16 20 21 22 24 25
0 1 2 3 4 5 6 7 8 9 10 12 14 15 16 21 22 23 24 26
